"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1799","Chili's Dyer","41.493108","-87.506","893 Joliet St","Dyer","IN","46311","Lake","219-864-8552","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/indiana/dyer/dyer","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/893+Joliet+St,+Dyer,+IN,+46311,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1165","Chili's Midwest City","35.4357784","-97.4026011","7141 Se 29th Street","Midwest City","OK","73110","Oklahoma","405-869-0670","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/oklahoma/midwest-city/midwest-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7141+Se+29th+Street,+Midwest+City,+OK,+73110,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1567","Chili's Panama City Beach","30.2226805","-85.8678297","15640 Panama City Beach Pkwy","Panama City Beach","FL","32413","Bay","850-233-8517","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/florida/panama-city-beach/pier-park","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/15640+Panama+City+Beach+Pkwy,+Panama+City+Beach,+FL,+32413,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0318","Chili's Fort Collins","40.5384275","-105.0765794","3524 S College Ave","Fort Collins","CO","80525","Larimer","970-223-2307","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/colorado/fort-collins/ft-collins","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3524+S+College+Ave,+Fort+Collins,+CO,+80525,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0158","Chili's Marietta","33.9807625","-84.432746","4111 Roswell Road","Marietta","GA","30062","Cobb","770-973-9419","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/georgia/marietta/providence-square","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4111+Roswell+Road,+Marietta,+GA,+30062,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0895","Chili's Flower Mound","33.0713435","-97.0840667","6251 Long Prairie Rd","Flower Mound","TX","75028","Denton","972-355-5826","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/flower-mound/justin-road","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6251+Long+Prairie+Rd,+Flower+Mound,+TX,+75028,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1306","Chili's Manteca","37.7843084","-121.2553713","2262 Daniels St","Manteca","CA","95337","San Joaquin","209-824-5200","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/manteca/manteca","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2262+Daniels+St,+Manteca,+CA,+95337,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1647","Chili's Owensboro","37.729797","-87.123783","4500 Frederica St","Owensboro","KY","42301","Daviess","270-306-4289","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/kentucky/owensboro/owensboro","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4500+Frederica+St,+Owensboro,+KY,+42301,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0141","Chili's Tampa","27.9651706","-82.5047762","2903 N Dale Mabry","Tampa","FL","33607","Hillsborough","813-875-2314","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/tampa/tampa-stadium","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2903+N+Dale+Mabry,+Tampa,+FL,+33607,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0755","Chili's Gallatin","36.3765826","-86.4730297","600 Village Green Drive","Gallatin","TN","37066","Sumner","615-230-8267","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/tennessee/gallatin/gallatin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/600+Village+Green+Drive,+Gallatin,+TN,+37066,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1194","Chili's Lenoir City","35.823746","-84.2702135","320 Fort Loudon Medical Center","Lenoir City","TN","37772","Loudon","865-988-4061","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/tennessee/lenoir-city/lenoir-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/320+Fort+Loudon+Medical+Center,+Lenoir+City,+TN,+37772,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0599","Chili's Denver","39.9144532","-104.9987866","901 W 120th Ave","Denver","CO","80234","Adams","720-872-2499","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/colorado/denver/n-westminster","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/901+W+120th+Ave,+Denver,+CO,+80234,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1251","Chili's Hendersonville","36.3203379","-86.599195","218 Indian Lake Blvd","Hendersonville","TN","37075","Sumner","615-826-1711","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/tennessee/hendersonville/hendersonville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/218+Indian+Lake+Blvd,+Hendersonville,+TN,+37075,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0105","Chili's Clearwater","27.916842","-82.730554","5430 E Bay Dr","Clearwater","FL","33764","Pinellas","727-539-8596","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/clearwater/largo","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5430+E+Bay+Dr,+Clearwater,+FL,+33764,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1357","Chili's Phoenix","33.7999302","-112.1300348","34710 N North Valley Pkwy","Phoenix","AZ","85086","Maricopa","623-580-4100","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/phoenix/carefree","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/34710+N+North+Valley+Pkwy,+Phoenix,+AZ,+85086,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1142","Chili's Las Vegas","36.0528072","-115.1715834","7530 S Las Vegas Blvd","Las Vegas","NV","89123","Clark","702-270-2818","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/nevada/las-vegas/south-las-vegas","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7530+S+Las+Vegas+Blvd,+Las+Vegas,+NV,+89123,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1564","Chili's Ardmore","34.184684","-97.165845","821 Holiday Drive","Ardmore","OK","73401","Carter","580-223-5039","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/oklahoma/ardmore/ardmore","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/821+Holiday+Drive,+Ardmore,+OK,+73401,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0471","Chili's Lake Charles","30.1986915","-93.1794939","3205 Gertsner Memorial Dr","Lake Charles","LA","70601","Calcasieu Parish","337-477-8005","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/louisiana/lake-charles/lake-charles","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3205+Gertsner+Memorial+Dr,+Lake+Charles,+LA,+70601,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0183","Chili's Madison","36.2998412","-86.6973969","1820 Gallatin Pike N","Madison","TN","37115","Davidson","615-851-9377","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 22:00 | saturday:- 10:45 - 22:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/tennessee/madison/rivergate","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1820+Gallatin+Pike+N,+Madison,+TN,+37115,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.032.0010","Chili's Chicago","41.9808342","-87.9065109","Po Box 66048 Bld 6 O'hare Field Term 1","Chicago","IL","60666","Cook","773-377-7800","monday:- 05:30 - 21:30 | tuesday:- 05:30 - 21:30 | wednesday:- 05:30 - 21:30 | thursday:- 05:30 - 21:30 | friday:- 05:30 - 21:30 | saturday:- 05:30 - 21:30 | sunday:- 05:30 - 21:30","https://www.chilis.com/locations/us/illinois/chicago/chicago-t1-bb-hms-host","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/Po+Box+66048+Bld+6+O'hare+Field+Term+1,+Chicago,+IL,+60666,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0985","Chili's New Iberia","29.985808","-91.8558159","2910 Hwy 14","New Iberia","LA","70560","Iberia Parish","337-364-0904","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/louisiana/new-iberia/new-iberia","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2910+Hwy+14,+New+Iberia,+LA,+70560,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0701","Chili's San Diego","32.9371215","-117.1095923","10184 Scripps Highland Drive","San Diego","CA","92131","San Diego","858-566-2096","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/san-diego/scripps-gateway","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10184+Scripps+Highland+Drive,+San+Diego,+CA,+92131,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0093","Chili's Carrollton","32.987718","-96.890062","2624 N Josey Ln","Carrollton","TX","75007","Denton","972-466-1350","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/carrollton/carrollton","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2624+N+Josey+Ln,+Carrollton,+TX,+75007,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1751","Chili's Plymouth","45.028606","-93.448061","4000 Vinewood Ln","Plymouth","MN","55442","Hennepin","763-557-7000","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/minnesota/plymouth/plymouth","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4000+Vinewood+Ln,+Plymouth,+MN,+55442,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1463","Chili's Riverside","33.9157959","-117.3219648","499 Alessandro Blvd","Riverside","CA","92508","Riverside","951-776-0952","monday:- 11:00 - 22:30 | tuesday:- 11:00 - 22:30 | wednesday:- 11:00 - 22:30 | thursday:- 11:00 - 22:30 | friday:- 11:00 - 23:30 | saturday:- 11:00 - 23:30 | sunday:- 11:00 - 22:30","https://www.chilis.com/locations/us/california/riverside/mission-village","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/499+Alessandro+Blvd,+Riverside,+CA,+92508,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1472","Chili's Rio Grande City","26.3629382","-98.7880907","4805 E Hwy 83","Rio Grande City","TX","78582","Starr","956-488-8540","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/rio-grande-city/rio-grande-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4805+E+Hwy+83,+Rio+Grande+City,+TX,+78582,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0502","Chili's Fair Oaks","38.6624858","-121.2725133","5303 Sunrise Blvd","Fair Oaks","CA","95628","Sacramento","916-962-0404","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/fair-oaks/fair-oaks","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5303+Sunrise+Blvd,+Fair+Oaks,+CA,+95628,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
